"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014739","BOSTON, MA US","2016-09-12","8.95",,"0.00","0.0","66","72","59","  110","  110","15.0","18.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-13","11.41",,"0.00","0.0","70","83","60","  220","  220","21.0","27.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-14","14.09",,"0.06","0.0","74","90","62","  330","  290","25.1","32.0",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2016-09-15","10.07",,"0.00","0.0","63","66","57","   50","   60","16.1","19.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-16","10.51",,"0.00","0.0","62","70","54","  120","  110","19.9","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-17","11.86",,"0.00","0.0","65","78","55","  200","  190","21.0","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-18","12.97",,"0.00","0.0","73","82","66","  220","  210","23.9","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-19","6.26",,"0.33","0.0","72","74","67","  200","  200","14.1","16.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-09-20","6.04",,"0.00","0.0","70","75","67","  250","  240","13.0","16.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-09-21","8.28",,"0.00","0.0","75","83","69","  300","  290","16.1","19.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-22","7.16",,"0.00","0.0","71","79","61","  200","  190","15.0","18.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-23","9.40",,"0.34","0.0","70","82","56","   40","   40","23.0","29.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-09-24","10.07",,"0.00","0.0","60","67","54","  340","  310","17.0","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-25","12.30",,"0.00","0.0","58","66","49","  330","  340","23.9","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-26","9.40",,"0.00","0.0","56","64","48","  120","  200","18.1","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-27","5.37",,"0.22","0.0","63","72","59","  130","  290","12.1","15.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-09-28","17.67",,"0.00","0.0","59","61","56","   40","   40","25.9","32.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-29","18.12",,"0.00","0.0","57","60","54","   40","   30","25.9","31.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-30","17.67",,"0.13","0.0","58","62","56","   50","   50","21.9","28.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-10-01","14.99",,"0.71","0.0","57","59","54","   30","   40","23.9","30.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-10-02","7.61",,"0.03","0.0","55","57","53","   30","   50","18.1","21.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-10-03","8.05",,"0.00","0.0","60","68","55","   60","   90","15.0","19.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-04","12.53",,"0.00","0.0","59","63","50","   60","   40","21.0","25.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-05","7.61",,"0.00","0.0","54","60","48","   80","   90","15.0","18.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-06","4.92",,"0.00","0.0","56","67","49","  220","  130","8.9","13.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-07","4.70",,"0.00","0.0","60","68","53","   90","  140","12.1","14.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-08","5.37",,"0.01","0.0","60","68","52","  200","  200","13.0","16.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-09","12.97",,"1.84","0.0","59","65","48","   10","  360","23.9","30.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-10-10","15.66",,"0.00","0.0","51","59","45","  320","  320","23.0","31.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-11","7.38",,"0.00","0.0","51","59","44","  320","  330","12.1","15.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-12","7.61",,"0.00","0.0","55","62","48","   90","   90","14.1","17.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-13","9.62",,"0.00","0.0","60","72","51","  330","  330","19.9","27.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-14","9.62",,"0.00","0.0","54","60","46","  310","  300","23.9","32.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-15","8.05",,"0.00","0.0","49","56","42","  170","  180","13.0","15.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-16","12.97",,"0.00","0.0","56","71","46","  240","  240","21.9","28.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-17","6.71",,"0.00","0.0","66","75","62","  240","  240","16.1","19.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-18","8.28",,"0.14","0.0","62","69","57","  220","  220","21.9","27.1","    1","    1",,,,,,
"USW00014739","BOSTON, MA US","2016-10-19","11.63",,"0.00","0.0","71","81","62","  220","  220","21.9","27.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-20","12.53",,"0.08","0.0","60","62","56","   90","   90","18.1","21.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-10-21","8.05",,"1.11","0.0","62","75","59","  110","  110","19.9","25.1","    1","    1","    1",,,,,
"USW00014739","BOSTON, MA US","2016-10-22","12.97",,"0.15","0.0","61","65","44","  270","  240","28.0","40.0","    1","    1",,,,,,
"USW00014739","BOSTON, MA US","2016-10-23","19.69",,"0.00","0.0","50","58","44","  250","  260","31.1","40.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-24","15.66",,"0.00","0.0","54","61","46","  290","  280","23.9","32.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-25","14.32",,"0.00","0.0","46","49","39","  290","  290","23.0","32.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-26","12.30",,"0.00","0.0","42","49","37","  310","  320","21.9","28.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-27","9.62",,"0.65","0.0","40","49","34","  120","  120","25.1","32.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-10-28","18.79",,"0.61","0.0","48","55","44","  100","  290","32.0","38.9","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2016-10-29","9.84",,"0.00","0.0","47","57","42","  220","  220","19.9","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-10-30","9.17",,"0.13","0.0","58","65","46","  270","  330","16.1","21.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-10-31","12.30",,"0.00","0.0","47","52","38","  320","  320","21.0","27.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-01","7.16",,"0.00","0.0","42","51","34","  110","  110","16.1","17.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-02","5.82",,"0.00","0.0","55","70","45","  220","  240","16.1","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-03","7.61",,"0.08","0.0","56","64","51","  280","  280","23.9","29.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-11-04","10.51",,"0.00","0.0","52","57","39","  320","  330","21.0","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-05","8.05",,"0.00","0.0","45","57","35","  290","  320","16.1","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-06","11.18",,"0.09","0.0","48","52","43","  340","  340","23.0","30.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-11-07","9.17",,"0.00","0.0","42","47","36","  360","  360","18.1","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-08","4.70",,"0.00","0.0","46","59","38","  300","  290","12.1","14.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-09","7.16",,"0.01","0.0","52","62","44","  340","  320","18.1","25.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-10","11.18",,"0.00","0.0","47","53","39","  220","  220","21.0","25.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-11","18.57",,"0.00","0.0","50","60","38","  310","  290","30.0","42.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-12","13.42",,"0.00","0.0","41","48","34","  310","  320","28.0","36.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-13","10.51",,"0.00","0.0","49","60","41","  260","  270","17.0","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-14","9.62",,"0.00","0.0","53","66","39","  270","  280","16.1","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-15","11.18",,"0.99","0.0","51","58","46","   60","   40","28.0","33.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-11-16","11.41",,"0.03","0.0","53","55","51","  240","  250","19.9","25.1","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2016-11-17","11.63",,"0.00","0.0","51","57","45","  320","  330","21.9","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-18","9.17",,"0.00","0.0","50","63","43","  310","  310","16.1","19.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-19","6.71",,"0.00","0.0","48","51","43","   90","   80","14.1","16.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-11-20","17.90",,"0.08","0.0","44","49","32","  240","  260","30.0","42.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-11-21","18.12",,"0.00","0.0","34","38","30","  270","  270","29.1","38.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-11-22","17.00",,"0.00","0.0","36","43","32","  290","  300","23.9","33.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-23","13.42",,"0.00","0.0","37","45","33","  300","  300","23.0","32.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-24","4.70",,"0.05","0.0","37","44","33","  320","  350","12.1","13.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-11-25","4.70",,"0.03","0.0","42","48","39","  220","  290","10.1","17.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-11-26","6.93",,"0.00","0.0","42","47","38","  320","  320","14.1","18.1","    1","    1",,,,,,
"USW00014739","BOSTON, MA US","2016-11-27","13.42",,"0.00","0.0","41","46","36","  310","  310","19.9","25.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-28","8.05",,"0.00","0.0","39","46","33","  290","  280","15.0","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-11-29","9.62",,"0.43","0.0","42","58","33","  170","  170","23.9","30.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-11-30","10.07",,"0.91","0.0","48","52","42","   90","  110","21.9","28.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-12-01","15.66",,"0.31","0.0","50","57","43","  270","  260","25.1","35.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-12-02","14.32",,"0.00","0.0","45","51","38","  280","  280","23.0","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-03","15.66",,"0.00","0.0","42","44","35","  290","  340","25.1","34.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-04","10.07",,"0.00","0.0","37","42","31","  320","  320","19.9","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-05","7.83",,"0.14","0.3","34","40","31","  260","  270","18.1","23.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-12-06","7.61",,"0.00","0.0","39","44","34","  320","  320","16.1","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-07","7.61",,"0.08","0.0","40","42","36","   90","   90","16.1","19.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-12-08","10.96",,"0.00","0.0","39","43","34","  270","  270","23.9","33.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-09","16.11",,"0.00","0.0","34","37","25","  290","  280","23.9","31.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-10","11.86",,"0.00","0.0","26","29","21","  290","  310","21.0","31.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-11","7.38",,"0.02","0.2","26","35","20","  220","  220","15.0","19.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-12-12","11.18",,"0.42","0.7","36","44","29","  250","  240","18.1","25.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-12-13","10.51",,"0.00","0.0","38","43","35","  260","  260","19.9","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-14","11.18",,"0.00","0.0","38","42","27","  260","  270","21.9","27.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-15","21.92",,"0.00","0.0","27","32","14","  280","  270","35.1","48.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-16","14.09",,"0.00","0.0","13","21","4","  290","  290","36.9","48.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-17","7.16",,"0.53","4.3","26","36","21","  180","  130","15.0","17.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-12-18","17.45",,"0.11","0.0","44","57","33","  300","  290","32.0","42.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-12-19","11.41",,"0.00","0.0","27","33","19","  320","  330","23.0","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-20","8.28",,"0.00","0.0","24","34","18","  220","  230","18.1","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-21","11.41",,"0.00","0.0","35","45","29","  240","  250","21.9","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-22","7.83",,"0.02","0.0","35","39","31","  290","  290","18.1","25.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-12-23","10.96",,"0.00","0.0","39","46","35","  240","  270","18.1","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-24","11.63",,"0.38","0.0","40","45","35","  210","  200","21.0","25.9","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2016-12-25","11.86",,"0.00","0.0","40","45","27","  320","  310","25.1","36.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-26","10.29",,"0.01","0.0","30","48","24","  200","  200","21.9","28.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-12-27","19.91",,"0.00","0.0","51","58","39","  220","  230","40.0","51.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-28","10.74",,"0.00","0.0","39","42","32","  290","  270","18.1","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-29","11.41",,"1.16","0.4","35","43","29","  310","  110","25.9","33.1","    1",,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2016-12-30","17.67",,"0.00","0.0","36","41","30","  290","  250","25.9","42.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-12-31","14.09",,"0.07","0.0","31","42","26","  220","  220","32.0","38.9",,,,,,,,
"USW00014739","BOSTON, MA US","2017-01-01","14.09",,"0.07","0.0","40","44","33","  270","  270","28.0","35.1",,,,,,,,
"USW00014739","BOSTON, MA US","2017-01-02","4.47",,"0.00","0.0","35","41","28","  100","  120","14.1","18.1",,,,,,,,
"USW00014739","BOSTON, MA US","2017-01-03","18.12",,"0.89","0.0","41","44","40","   60","   60","25.9","32.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-01-04","12.53",,"0.06","0.0","43","48","33","  270","  250","19.9","36.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-01-05","14.76",,"0.00","0.0","32","34","27","  240","  280","28.0","36.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-01-06","8.05",,"0.06","1.1","29","31","24","  320","  330","14.1","18.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-01-07","14.32",,"0.53","7.0","23","24","17","  350","  340","28.0","36.9","    1","    1",,,,,,
"USW00014739","BOSTON, MA US","2017-01-08","13.42",,"0.01","0.2","18","22","13","  320","  320","19.9","27.1","    1",,,,,,"    1","    1"
"USW00014739","BOSTON, MA US","2017-01-09","11.18",,"0.00","0.0","15","20","11","  290","  280","19.9","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2017-01-10","9.40",,"0.14","0.0","23","39","16","  150","  160","25.9","31.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-01-11","14.99",,"0.09","0.0","45","55","39","  210","  220","32.0","46.1",,,,,,,"    1",
"USW00014739","BOSTON, MA US","2017-01-12","14.54",,"0.15","0.0","50","61","41","  220","  210","25.9","35.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-01-13","16.33",,"0.00","0.0","49","58","25","  300","  280","28.0","36.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-01-14","9.62",,"0.00","0.0","26","31","18","  330","  330","18.1","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2017-01-15","9.17",,"0.00","0.0","31","37","27","  310","  320","17.0","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-01-16","9.62",,"0.00","0.0","31","42","23","  230","  250","19.9","28.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-01-17","11.41",,"0.30","0.0","37","42","32","  110","  140","21.9","31.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-01-18","13.87",,"0.36","0.0","38","40","32","   90","   90","23.0","27.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-01-19","8.05",,"0.00","0.0","37","46","31","  320","  340","16.1","21.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-01-20","5.37",,"0.00","0.0","38","40","34","  160","  110","8.9","13.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-01-21","7.16",,"0.00","0.0","43","55","37","  280","  270","16.1","21.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-01-22","10.96",,"0.06","0.0","44","48","39","   60","   60","23.0","28.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-01-23","25.28",,"0.31","0.0","38","40","35","   50","   40","38.0","46.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-01-24","24.38",,"1.09","0.0","39","42","35","   40","   40","40.0","52.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-01-25","15.66",,"0.02","0.0","38","44","36","  290","  300","29.1","38.9",,,,,,,,
"USW00014739","BOSTON, MA US","2017-01-26","13.42",,"0.05","0.0","42","51","37","  270","  290","30.0","38.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-01-27","17.67",,"0.00","0.0","41","44","36","  250","  250","35.1","49.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-01-28","15.21",,"0.00","0.0","37","40","32","  260","  270","23.9","33.1",,,,,,,,
"USW00014739","BOSTON, MA US","2017-01-29","11.41",,"0.00","0.0","36","43","30","  240","  210","21.0","27.1",,,,,,,,
"USW00014739","BOSTON, MA US","2017-01-30","9.84",,"0.00","0.0","33","36","24","  290","  280","21.0","28.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-01-31","7.38",,"0.06","0.6","25","28","20","  280","  260","19.9","28.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-02-01","10.07",,"0.05","0.8","32","43","27","  260","  270","28.0","35.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-02-02","13.42",,"0.00","0.0","36","40","29","  280","  280","25.1","35.1",,,,,,,,
"USW00014739","BOSTON, MA US","2017-02-03","11.63",,"0.00","0.0","30","33","25","  280","  270","21.0","25.9",,,,,,,,
"USW00014739","BOSTON, MA US","2017-02-04","13.20",,"0.00","0.0","27","33","21","  270","  270","21.0","28.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-02-05","13.42",,"0.00","0.0","32","44","26","  250","  240","23.0","36.9",,,,,,,,
"USW00014739","BOSTON, MA US","2017-02-06","14.09",,"0.00","0.0","36","39","32","  280","  280","28.0","38.9",,,,,,,,
"USW00014739","BOSTON, MA US","2017-02-07","16.55",,"0.44","1.2","35","38","33","   60","   60","25.9","32.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-02-08","9.17",,"0.02","0.0","37","52","25","  280","  310","18.1","23.0","    1",,,,,"    1",,
"USW00014739","BOSTON, MA US","2017-02-09","21.03",,"1.25","10.9","32","39","11","   30","   30","38.9","49.0","    1","    1",,,,,,"    1"
"USW00014739","BOSTON, MA US","2017-02-10","12.97",,"0.00","0.0","17","25","11","  300","  290","25.9","35.1","    1",,,,,,,"    1"
"USW00014739","BOSTON, MA US","2017-02-11","8.95",,"0.21","3.2","21","30","15","  330","  330","15.0","19.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-02-12","14.54",,"0.77","1.5","25","35","19","   90","   90","25.9","30.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-02-13","19.91",,"0.09","2.2","30","34","24","  320","  320","35.1","46.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-02-14","9.62",,"0.00","0.0","27","34","22","  300","  290","18.1","27.1",,,,,,,,
"USW00014739","BOSTON, MA US","2017-02-15","6.93",,"0.22","0.1","32","40","27","  310","  310","18.1","25.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-02-16","16.33",,"0.07","1.6","33","35","27","  290","  290","25.1","36.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-02-17","13.87",,"0.00","0.0","30","41","23","  290","  280","23.0","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-02-18","13.65",,"0.00","0.0","36","49","26","  220","  240","23.9","34.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-02-19","10.74",,"0.00","0.0","49","59","39","  250","  250","19.9","31.1",,,,,,,,
"USW00014739","BOSTON, MA US","2017-02-20","11.18",,"0.00","0.0","44","48","33","  350","  360","19.9","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2017-02-21","9.17",,"0.00","0.0","35","40","30","  210","  210","16.1","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-02-22","8.05",,"0.00","0.0","43","56","38","  220","  220","14.1","19.9",,,,,,,,
"USW00014739","BOSTON, MA US","2017-02-23","12.30",,"0.00","0.0","49","68","39","  220","  210","25.1","32.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-02-24","11.86",,"0.00","0.0","57","73","46","  200","  210","25.1","30.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-02-25","10.96",,"0.10","0.0","57","69","49","  160","  290","21.9","28.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-02-26","17.45",,"0.00","0.0","44","49","32","  280","  270","31.1","40.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-02-27","16.78",,"0.00","0.0","40","55","30","  240","  270","25.9","38.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-02-28","7.61",,"0.00","0.0","44","51","39","   90","  230","15.0","18.1",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-01","14.54",,"0.02","0.0","53","63","48","  230","  250","25.9","35.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-03-02","21.92",,"0.00","0.0","50","58","31","  290","  290","40.0","53.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-03","14.54",,"0.00","0.1","31","36","20","  300","  290","30.0","42.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-03-04","19.46",,"0.00","0.0","20","21","10","  320","  280","31.1","42.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-03-05","17.67",,"0.00","0.0","18","32","9","  300","  320","29.1","38.9",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-06","8.05",,"0.00","0.0","25","37","16","  320","  330","16.1","19.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-07","9.62",,"0.02","0.0","36","48","30","  190","  180","21.0","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-08","14.32",,"0.05","0.0","51","57","43","  270","  250","25.9","34.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-03-09","17.90",,"0.00","0.0","46","51","38","  270","  270","36.9","50.1",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-10","8.28",,"0.20","2.6","34","38","23","  310","  280","28.0","38.0","    1","    1",,,,,"    1",
"USW00014739","BOSTON, MA US","2017-03-11","19.46",,"0.02","0.2","19","23","10","  300","  300","32.0","40.9","    1",,,,,,"    1","    1"
"USW00014739","BOSTON, MA US","2017-03-12","16.55",,"0.00","0.0","17","27","9","  260","  290","25.1","33.1",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-13","10.51",,"0.00","0.0","22","34","14","  290","  300","21.9","28.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-14","23.71",,"1.62","6.6","31","38","27","   40","   40","45.0","57.0","    1","    1",,,"    1","    1",,
"USW00014739","BOSTON, MA US","2017-03-15","19.46",,"0.00","0.0","26","28","19","  270","  250","25.9","38.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-16","16.11",,"0.00","0.0","26","35","22","  270","  260","25.1","33.1",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-17","9.62",,"0.00","0.0","33","42","27","  310","  290","18.1","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-18","11.63",,"0.00","0.0","32","36","24","   50","   60","17.0","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-19","16.11",,"0.01","0.0","34","38","31","   40","   30","29.1","36.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-03-20","11.41",,"0.00","0.0","40","53","32","   20","   20","25.1","32.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-21","8.95",,"0.00","0.0","45","53","40","  290","  280","15.0","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-22","20.80",,"0.00","0.0","38","43","18","  310","  290","36.9","48.1",,,,,,,"    1",
"USW00014739","BOSTON, MA US","2017-03-23","13.42",,"0.00","0.0","25","38","18","  310","  330","23.9","36.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-24","10.51",,"0.03","0.0","35","47","27","  200","  190","30.0","38.9",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-25","6.93",,"0.08","0.0","42","47","34","   50","   40","14.1","16.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-03-26","11.41",,"0.00","0.0","36","41","30","   50","   50","18.1","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-27","8.50",,"0.48","0.0","39","44","36","  110","  100","14.1","17.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-03-28","6.71",,"0.72","0.0","38","40","36","  360","   40","10.1","12.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-03-29","13.42",,"0.06","0.0","40","47","37","  330","  330","25.9","33.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-03-30","10.51",,"0.00","0.0","40","48","34","  330","  330","18.1","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2017-03-31","12.53",,"0.87","0.6","37","40","33","   80","   90","28.0","32.0","    1",,,"    1","    1",,,
"USW00014739","BOSTON, MA US","2017-04-01","19.69",,"1.56","1.2","35","38","33","   30","   40","31.1","38.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-04-02","9.40",,"0.00","0.0","41","57","33","  330","  330","19.9","27.1",,,,,,,,
"USW00014739","BOSTON, MA US","2017-04-03","8.95",,"0.00","0.0","47","55","38","  110","  110","17.0","18.1",,,,,,,,
"USW00014739","BOSTON, MA US","2017-04-04","16.55",,"0.68","0.0","42","43","38","  110","  120","30.0","36.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2017-04-05","8.28",,"0.00","0.0","40","41","37","  340","   10","14.1","18.1","    1",,,,,,,
