"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014739","BOSTON, MA US","2016-02-18","12.08",,"0.00","0.0","33","35","24","  320","  340","21.9","25.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-02-19","8.95",,"0.00","0.1","28","37","20","  190","  230","17.0","19.9","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2016-02-20","13.87",,"0.01","0.0","43","60","33","  220","  230","25.9","32.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-02-21","12.53",,"0.00","0.0","50","54","42","  270","  260","21.9","28.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-02-22","8.28",,"0.00","0.0","40","43","30","  100","  100","16.1","18.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-02-23","11.41",,"0.00","0.0","33","39","26","   70","  110","18.1","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-02-24","12.08",,"0.59","0.0","39","57","38","  170","  170","25.9","36.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-02-25","22.15",,"0.81","0.0","54","62","41","  180","  170","40.0","53.9","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2016-02-26","19.01",,"0.00","0.0","38","41","26","  290","  320","28.0","40.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-02-27","12.30",,"0.00","0.0","29","39","21","  230","  250","21.9","31.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-02-28","14.54",,"0.00","0.0","42","58","36","  220","  200","21.9","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-02-29","16.33",,"0.00","0.0","50","64","43","  260","  270","29.1","38.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-01","12.30",,"0.00","0.0","42","49","34","  270","  280","38.9","55.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-02","19.24",,"0.37","0.0","43","53","25","  290","  330","31.1","38.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-03-03","9.62",,"0.00","0.0","27","34","21","  320","  280","23.9","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-04","11.63",,"0.01","0.5","29","31","26","  360","  360","23.9","31.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-03-05","10.29",,"0.00","0.0","28","34","23","  360","  360","21.0","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-06","6.93",,"0.00","0.0","34","42","30","   90","   50","13.0","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-07","11.41",,"0.00","0.0","38","51","30","  230","  230","32.0","38.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-08","8.50",,"0.00","0.0","44","48","36","  100","  110","15.0","17.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-09","13.42",,"0.00","0.0","53","77","40","  220","  210","21.9","29.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-03-10","9.62",,"0.40","0.0","62","66","47","   30","  270","25.1","38.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-03-11","6.93",,"0.09","0.0","48","50","41","  330","  330","21.0","25.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-03-12","11.18",,"0.00","0.0","45","60","36","  230","  230","21.9","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-13","9.40",,"0.00","0.0","54","63","45","  320","  320","21.9","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-14","17.00",,"0.21","0.0","43","45","39","   90","   90","23.9","29.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-03-15","17.00",,"1.14","0.0","43","45","41","   50","   40","25.1","32.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-03-16","8.28",,"0.03","0.0","43","48","41","  350","  350","15.0","21.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-03-17","10.51",,"0.07","0.0","49","64","43","  320","  320","36.0","46.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-03-18","14.09",,"0.03","0.0","47","52","35","  290","  290","30.0","40.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-03-19","11.41",,"0.00","0.0","37","45","29","  340","  290","17.0","25.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-20","10.51",,"0.02","0.0","32","35","26","   50","   50","18.1","21.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-03-21","10.07",,"0.22","3.6","33","44","28","  280","  280","16.1","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-22","14.99",,"0.00","0.0","40","49","33","  270","  250","23.9","33.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-23","11.63",,"0.00","0.0","49","63","42","   40","   30","23.9","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-24","16.33",,"0.00","0.0","40","43","36","   70","   60","23.9","29.1","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2016-03-25","6.49",,"0.16","0.0","39","46","37","  350","  360","15.0","19.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-03-26","10.29",,"0.00","0.0","40","43","34","   80","   80","18.1","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-27","7.61",,"0.00","0.0","37","42","34","  110","  150","16.1","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-28","11.18",,"0.41","0.0","40","47","38","  270","  270","25.1","32.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-03-29","20.58",,"0.00","0.0","45","51","38","  320","  290","31.1","46.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-30","12.08",,"0.00","0.0","44","59","34","  200","  210","23.9","31.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-03-31","22.82",,"0.00","0.0","55","71","43","  220","  210","38.9","51.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-01","17.90",,"0.05","0.0","63","69","59","  210","  210","29.1","36.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-04-02","8.95",,"0.32","0.0","53","59","42","  300","  290","17.0","21.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-04-03","15.88",,"0.49","1.9","38","43","29","  270","  320","29.1","48.1","    1","    1",,,,,,
"USW00014739","BOSTON, MA US","2016-04-04","11.18",,"0.41","4.7","28","30","24","   20","   50","21.9","25.9","    1","    1",,,,,,
"USW00014739","BOSTON, MA US","2016-04-05","12.53",,"0.00","0.0","29","37","22","   20","   10","21.0","28.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-06","10.07",,"0.00","0.0","33","42","25","  200","  200","23.9","32.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-07","16.55",,"1.03","0.0","49","58","42","  180","  160","35.1","40.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-04-08","14.99",,"0.00","0.0","49","53","37","  240","  230","32.0","40.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-09","9.84",,"0.00","0.0","39","46","32","  110","  330","21.9","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-10","11.86",,"0.00","0.0","39","49","31","  320","  330","23.0","32.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-11","16.78",,"0.01","0.0","48","60","42","  210","  210","31.1","40.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-12","15.88",,"0.22","0.0","55","60","43","  210","  220","30.0","38.0","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2016-04-13","10.29",,"0.00","0.0","45","50","38","  100","   10","17.0","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-14","10.51",,"0.00","0.0","43","49","38","   80","   90","23.0","28.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-15","11.41",,"0.00","0.0","45","54","38","   30","   30","21.9","33.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-16","13.42",,"0.00","0.0","47","54","41","   30","   30","28.0","35.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-17","7.61",,"0.00","0.0","46","54","39","  100","  120","12.1","16.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-18","8.50",,"0.00","0.0","51","67","42","   60","   60","23.0","25.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-19","8.50",,"0.02","0.0","47","54","44","   20","   30","17.0","19.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-20","12.30",,"0.00","0.0","49","51","44","  330","  240","18.1","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-21","9.62",,"0.00","0.0","55","77","43","  260","  250","21.0","25.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-22","7.83",,"0.00","0.0","65","78","58","  210","  220","21.0","35.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-23","8.28",,"0.09","0.0","60","64","48","  350","  340","23.9","31.1","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2016-04-24","9.62",,"0.00","0.0","48","50","42","  110","  330","15.0","19.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-25","4.47",,"0.00","0.0","48","57","44","  120","  120","12.1","15.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-26","13.42",,"0.27","0.0","45","51","37","   70","   40","21.9","23.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-04-27","9.84",,"0.00","0.0","45","62","37","  200","  250","21.9","28.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-28","10.51",,"0.00","0.0","49","54","41","  110","  190","21.0","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-29","12.30",,"0.00","0.0","47","51","43","  110","  110","21.0","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-04-30","10.74",,"0.00","0.0","49","55","41","  110","  100","21.0","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-01","7.38",,"0.10","0.0","48","53","43","  120","  120","16.1","19.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-05-02","8.05",,"0.39","0.0","47","51","43","   50","   60","15.0","18.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-05-03","4.92",,"0.10","0.0","47","49","45","   90","   90","8.9","12.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-04","12.97",,"0.48","0.0","46","50","43","   50","   50","21.9","29.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-05-05","16.33",,"0.15","0.0","45","47","44","   30","   40","25.1","32.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-05-06","11.41",,"0.09","0.0","48","53","46","   90","  100","19.9","23.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-05-07","8.05",,"0.00","0.0","47","51","46","   40","   50","14.1","17.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-05-08","11.86",,"0.02","0.0","52","63","46","  290","  300","28.0","36.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-05-09","14.99",,"0.00","0.0","55","66","46","  270","  290","28.0","38.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-10","9.40",,"0.00","0.0","57","71","47","  290","  240","17.0","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-11","7.38",,"0.00","0.0","61","68","54","   80","   80","16.1","17.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-12","9.17",,"0.00","0.0","61","66","54","  140","  170","17.0","32.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-13","9.17",,"0.11","0.0","61","74","52","  200","  190","19.9","23.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-05-14","11.41",,"0.00","0.0","66","77","59","  220","  220","25.9","32.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-15","19.46",,"0.00","0.0","58","61","45","  260","  260","33.1","40.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-16","19.01",,"0.00","0.0","49","59","42","  270","  250","31.1","45.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-17","12.30",,"0.00","0.0","59","70","50","  260","  280","21.0","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-18","9.40",,"0.00","0.0","57","59","49","   10","   20","19.9","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-19","6.71",,"0.00","0.0","54","60","50","  180","  170","19.9","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-20","8.95",,"0.00","0.0","60","71","51","  220","  220","15.0","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-21","8.50",,"0.00","0.0","64","76","53","  200","  170","19.9","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-22","6.71",,"0.00","0.0","57","62","52","   70","   60","17.0","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-23","5.82",,"0.00","0.0","60","73","51","   80","  100","16.1","18.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-24","10.29",,"0.26","0.0","56","59","52","   60","   50","19.9","25.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-05-25","7.61",,"0.00","0.0","63","88","53","  270","  270","18.1","25.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-05-26","8.05",,"0.00","0.0","72","79","58","  110","  110","19.9","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-27","6.93",,"0.00","0.0","62","73","58","  210","  220","15.0","21.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-05-28","8.28",,"0.00","0.0","76","92","67","  230","  240","15.0","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-05-29","8.50",,"0.00","0.0","65","77","53","   20","   30","14.1","16.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-05-30","7.16",,"1.13","0.0","58","76","52","  220","  210","19.9","25.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-05-31","11.41",,"0.00","0.0","76","87","68","  270","  270","19.9","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-01","9.62",,"0.00","0.0","69","73","57","   60","   60","19.9","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-02","9.40",,"0.00","0.0","58","62","56","   90","   90","16.1","19.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-06-03","8.05",,"0.00","0.0","60","70","57","  110","  130","16.1","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-04","6.49",,"0.00","0.0","65","70","61","   70","   70","13.0","15.0","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2016-06-05","8.50",,"0.91","0.0","64","68","60","  270","  280","21.0","25.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-06-06","10.51",,"0.00","0.0","72","84","65","  230","  250","21.0","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-07","9.17",,"0.15","0.0","74","86","63","  280","  280","21.0","29.1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2016-06-08","15.66",,"0.00","0.0","67","74","57","  280","  290","23.0","31.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-09","17.67",,"0.00","0.0","61","69","54","  300","  290","30.0","38.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-10","11.18",,"0.00","0.0","62","72","55","  300","  320","21.0","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-11","6.93",,"0.02","0.0","61","68","54","  220","  200","25.9","36.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-12","17.22",,"0.00","0.0","68","80","55","  290","  300","33.1","42.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-13","16.78",,"0.00","0.0","62","73","54","  290","  320","28.0","36.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-14","12.30",,"0.00","0.0","67","79","55","  310","  330","25.1","33.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-15","10.07",,"0.00","0.0","74","85","66","  290","  310","18.1","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-16","6.93",,"0.00","0.0","71","77","61","  110","  100","17.0","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-17","8.28",,"0.12","0.0","66","74","59","  250","  250","32.0","38.9",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2016-06-18","9.84",,"0.00","0.0","66","72","60","   90","  100","18.1","23.0",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2016-06-19","11.63",,"0.00","0.0","68","82","57","  200","  200","23.0","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-20","12.75",,"0.00","0.0","71","83","60","  200","  220","19.9","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-21","12.97",,"0.02","0.0","73","87","64","  230","  280","23.9","29.1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2016-06-22","9.62",,"0.00","0.0","72","78","64","  320","  320","25.9","33.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-23","8.95",,"0.00","0.0","69","77","60","  100","  120","18.1","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-24","8.50",,"0.00","0.0","67","72","61","  110","  110","19.9","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-25","6.26",,"0.00","0.0","66","73","59","   90","   90","15.0","19.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-26","9.62",,"0.00","0.0","70","84","59","  200","  200","18.1","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-27","15.21",,"0.00","0.0","74","86","64","  180","  200","25.1","28.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-06-28","10.51",,"0.08","0.0","73","79","68","  180","  190","19.9","25.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-06-29","8.50",,"0.03","0.0","74","87","67","  280","  250","17.0","31.1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2016-06-30","9.84",,"0.00","0.0","73","81","68","  110","  110","18.1","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-01","11.41",,"0.20","0.0","76","86","68","  180","  200","25.1","32.0","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2016-07-02","12.75",,"0.00","0.0","73","80","65","  290","  310","23.0","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-03","10.96",,"0.00","0.0","73","84","64","  230","  250","18.1","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-04","11.86",,"0.00","0.0","77","88","66","  230","  230","21.9","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-05","5.14",,"0.23","0.0","70","76","64","  210","  140","10.1","21.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-07-06","8.95",,"0.00","0.0","78","94","71","  230","  220","18.1","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-07","8.05",,"0.00","0.0","70","79","61","   90","  110","15.0","18.1","    1","    1",,,,,,
"USW00014739","BOSTON, MA US","2016-07-08","10.51",,"0.02","0.0","63","67","61","   70","   60","16.1","19.9","    1","    1",,,,,,
"USW00014739","BOSTON, MA US","2016-07-09","9.62",,"0.11","0.0","62","65","59","   90","   90","16.1","18.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-07-10","6.26",,"0.09","0.0","62","64","59","   50","   50","13.0","16.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-07-11","6.93",,"0.00","0.0","65","72","59","  110","  300","14.1","18.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-07-12","8.95",,"0.00","0.0","75","88","65","  220","  260","16.1","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-13","12.08",,"0.00","0.0","78","92","65","  190","  210","21.9","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-14","14.32",,"0.00","0.0","76","87","69","  200","  200","25.9","36.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-15","8.50",,"0.00","0.0","81","96","72","  190","  270","17.0","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-16","8.50",,"0.00","0.0","84","94","75","  240","  250","18.1","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-17","7.16",,"0.00","0.0","76","79","68","   80","   80","15.0","18.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-07-18","11.86",,"0.01","0.0","78","95","67","  240","  240","30.0","40.0",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2016-07-19","10.74",,"0.00","0.0","78","84","68","  330","  320","21.0","28.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-20","10.29",,"0.00","0.0","74","84","65","  320","  280","17.0","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-21","9.62",,"0.00","0.0","79","91","67","  220","  230","19.9","25.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-22","17.22",,"0.00","0.0","84","98","73","  230","  220","25.9","38.9",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2016-07-23","10.74",,"0.00","0.0","83","94","72","  330","  330","29.1","44.1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2016-07-24","7.83",,"0.00","0.0","77","91","68","  270","  270","16.1","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-25","8.72",,"0.00","0.0","76","92","67","  190","  200","19.9","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-26","12.53",,"0.00","0.0","84","94","76","  300","  310","18.1","25.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-27","9.62",,"0.00","0.0","81","87","73","  110","  110","21.0","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-28","7.16",,"0.00","0.0","82","92","73","  190","  170","18.1","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-29","8.50",,"0.06","0.0","77","79","72","   80","  350","16.1","21.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-07-30","9.62",,"0.00","0.0","75","80","71","   90","  100","16.1","19.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-07-31","8.95",,"0.15","0.0","71","74","68","   50","   50","14.1","17.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-08-01","8.72",,"0.00","0.0","71","75","69","   80","   80","14.1","16.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-02","6.93",,"0.04","0.0","70","74","65","   80","   80","16.1","19.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-08-03","8.28",,"0.00","0.0","70","79","62","  100","   90","15.0","18.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-04","11.41",,"0.00","0.0","74","82","64","  110","  110","21.9","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-05","12.08",,"0.00","0.0","75","89","64","  190","  180","21.9","27.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-06","12.08",,"0.02","0.0","77","89","70","  240","  230","18.1","32.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-08-07","9.62",,"0.00","0.0","80","89","72","  260","  270","19.9","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-08","9.17",,"0.00","0.0","76","82","69","  120","  120","15.0","18.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-09","10.96",,"0.00","0.0","75","84","70","  120","  120","21.0","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-10","11.41",,"0.23","0.0","74","80","68","  220","  210","25.9","32.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-08-11","9.84",,"0.00","0.0","83","96","75","  230","  210","19.9","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-12","13.20",,"0.01","0.0","86","98","78","  250","  250","23.9","31.1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2016-08-13","10.29",,"0.34","0.0","74","82","68","  320","  320","21.9","28.0","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2016-08-14","11.41",,"0.18","0.0","80","96","69","  210","  250","21.9","27.1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2016-08-15","9.17",,"0.00","0.0","83","90","73","  280","  270","17.0","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-16","9.62",,"0.00","0.0","74","81","69","  210","  210","21.0","25.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-17","14.99",,"0.00","0.0","81","85","72","  260","  270","30.0","40.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-18","7.61",,"0.00","0.0","77","90","69","  270","  250","16.1","25.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-19","9.62",,"0.00","0.0","78","81","67","  100","  110","17.0","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-20","9.17",,"0.00","0.0","74","86","66","  110","  110","21.9","28.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-21","10.74",,"0.01","0.0","71","78","65","  110","  110","28.0","32.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-22","13.87",,"0.89","0.0","73","80","65","  320","  330","23.0","31.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-08-23","9.40",,"0.00","0.0","71","82","61","  300","  270","15.0","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-24","9.17",,"0.00","0.0","74","88","65","  230","  230","15.0","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-25","14.09",,"0.00","0.0","78","88","68","  220","  220","23.9","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-26","9.62",,"0.00","0.0","80","91","73","  290","  290","21.9","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-27","9.17",,"0.00","0.0","78","83","69","  100","  110","17.0","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-28","10.74",,"0.00","0.0","72","78","66","  110","  110","23.0","25.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-29","13.42",,"0.00","0.0","77","90","69","  320","  280","23.9","31.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-30","9.17",,"0.00","0.0","71","77","64","  110","  110","18.1","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2016-08-31","11.86",,"0.00","0.0","74","82","68","  230","  250","17.0","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-01","8.05",,"0.02","0.0","74","76","68","  330","  320","17.0","21.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-09-02","10.07",,"0.00","0.0","69","75","64","   80","   70","18.1","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-03","6.71",,"0.00","0.0","65","70","60","   90","  100","13.0","16.1",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-04","12.30",,"0.00","0.0","65","72","60","   50","   50","21.0","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-05","18.79",,"0.07","0.0","65","74","60","   30","   30","31.1","40.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-09-06","14.09",,"0.14","0.0","65","72","63","   20","   20","23.9","30.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-09-07","8.50",,"0.03","0.0","69","76","65","   50","   60","14.1","19.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-09-08","7.38",,"0.00","0.0","70","76","66","  230","  240","15.0","21.9","    1","    1",,,,,,
"USW00014739","BOSTON, MA US","2016-09-09","8.95",,"0.00","0.0","79","93","73","  280","  290","16.1","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2016-09-10","8.72",,"0.01","0.0","75","78","70","   90","   90","16.1","19.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2016-09-11","14.32",,"0.03","0.0","76","83","63","  290","  290","35.1","47.0",,,"    1",,,,,
